id,question,sparql_gold,assigned_error_type,sparql_wrong,error_types,raw_json
q193,Is Cola a beverage?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { res:Cola rdf:type dbo:Beverage },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { res:Cola rdf:type dbo:Person },['semantic'],"{
  ""id"": ""q193"",
  ""question"": ""Is Cola a beverage?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { res:Cola rdf:type dbo:Person }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE {{ res:Cola rdf:type dbo:Beverage }}"",
  ""error_types"": [""semantic""]
}"
q194,What is the alma mater of the chancellor of Germany Angela Merkel?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:almaMater ?Almamater },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:birthPlace ?Almamater },['semantic'],"{
  ""id"": ""q194"",
  ""question"": ""What is the alma mater of the chancellor of Germany Angela Merkel?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE { dbr:Angela_Merkel dbo:birthPlace ?Almamater }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Almamater WHERE {{ dbr:Angela_Merkel dbo:almaMater ?Almamater }}"",
  ""error_types"": [""semantic""]
}"
q195,Who wrote the book Les Piliers de la terre?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri },syntax,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri },['syntax'],"{
  ""id"": ""q195"",
  ""question"": ""Who wrote the book Les Piliers de la terre?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:The_Pillars_of_the_Earth dbo:author ?uri }}"",
  ""error_types"": [""syntax""]
}"
q196,Which airports does Yeti Airlines serve?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Yeti_Airlines dbo:targetAirport ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Yeti_Airlines dbo:manufacturer ?uri },['semantic'],"{
  ""id"": ""q196"",
  ""question"": ""Which airports does Yeti Airlines serve?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Yeti_Airlines dbo:manufacturer ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Yeti_Airlines dbo:targetAirport ?uri }}"",
  ""error_types"": [""semantic""]
}"
q197,Where is the birthplace of Goethe?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE { dbr:Johann_Wolfgang_von_Goethe dbo:birthPlace ?Goethe },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE { dbr:Johann_Wolfgang_von_Goethe dbo:deathPlace ?Goethe },['semantic'],"{
  ""id"": ""q197"",
  ""question"": ""Where is the birthplace of Goethe?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE { dbr:Johann_Wolfgang_von_Goethe dbo:deathPlace ?Goethe }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Goethe WHERE {{ dbr:Johann_Wolfgang_von_Goethe dbo:birthPlace ?Goethe }}"",
  ""error_types"": [""semantic""]
}"
q198,Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Cuban_Missile_Crisis dbo:birthDate ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) },['semantic'],"{
  ""id"": ""q198"",
  ""question"": ""Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Cuban_Missile_Crisis dbo:birthDate ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }}"",
  ""error_types"": [""semantic""]
}"
q199,Which ingredients do I need for carrot cake?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:ingredient ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:author ?uri },['semantic'],"{
  ""id"": ""q199"",
  ""question"": ""Which ingredients do I need for carrot cake?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:author ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Carrot_cake dbo:ingredient ?uri }}"",
  ""error_types"": [""semantic""]
}"
q200,Who created Wikipedia?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Wikipedia dbo:author ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Wikipedia dbo:foundationPlace ?uri },['semantic'],"{
  ""id"": ""q200"",
  ""question"": ""Who created Wikipedia?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Wikipedia dbo:foundationPlace ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Wikipedia dbo:author ?uri }}"",
  ""error_types"": [""semantic""]
}"
q201,What is the highest mountain in Saxony Germany?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE { ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:elevation ?height } ORDER BY DESC(?height) LIMIT 1,semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE { ?m dbo:river dbr:Ore_Mountains ; dbo:elevation ?height } ORDER BY DESC(?height) LIMIT 1,['semantic'],"{
  ""id"": ""q201"",
  ""question"": ""What is the highest mountain in Saxony Germany?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE { ?m dbo:river dbr:Ore_Mountains ; dbo:elevation ?height } ORDER BY DESC(?height) LIMIT 1"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?m WHERE {{ ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:elevation ?height }} ORDER BY DESC(?height) LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q202,Who is the current federal minister of finance in Germany?,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:location ?leader },['semantic'],"{
  ""id"": ""q202"",
  ""question"": ""Who is the current federal minister of finance in Germany?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:location ?leader }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?leader WHERE {{ <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?leader }}"",
  ""error_types"": [""semantic""]
}"
q203,In which country is Mecca located?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Mecca dbo:country ?uri },structural,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:country res:Mecca },['structural'],"{
  ""id"": ""q203"",
  ""question"": ""In which country is Mecca located?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:country res:Mecca }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Mecca dbo:country ?uri }}"",
  ""error_types"": [""structural""]
}"
q204,Who played Gus Fring in Breaking Bad?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Gus_Fring dbo:portrayer ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Gus_Fring dbo:director ?uri },['semantic'],"{
  ""id"": ""q204"",
  ""question"": ""Who played Gus Fring in Breaking Bad?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Gus_Fring dbo:director ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Gus_Fring dbo:portrayer ?uri }}"",
  ""error_types"": [""semantic""]
}"
q205,In which country does the Nile start?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Nile dbo:sourceCountry ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Nile dbo:mouthCountry ?uri },['semantic'],"{
  ""id"": ""q205"",
  ""question"": ""In which country does the Nile start?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Nile dbo:mouthCountry ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Nile dbo:sourceCountry ?uri }}"",
  ""error_types"": [""semantic""]
}"
q206,In which state Penn State University is located?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University dbo:state ?s },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University dbo:country ?s },['semantic'],"{
  ""id"": ""q206"",
  ""question"": ""In which state Penn State University is located?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University dbo:country ?s }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE {{ dbr:Pennsylvania_State_University dbo:state ?s }}"",
  ""error_types"": [""semantic""]
}"
q207,What is the biggest stadium in Spain?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Stadium ; dbo:location res:Spain ; dbo:seatingCapacity ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Stadium ; dbo:country res:Spain ; dbo:seatingCapacity ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,['semantic'],"{
  ""id"": ""q207"",
  ""question"": ""What is the biggest stadium in Spain?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Stadium ; dbo:country res:Spain ; dbo:seatingCapacity ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type dbo:Stadium ; dbo:location res:Spain ; dbo:seatingCapacity ?n }} ORDER BY DESC(?n) OFFSET 0 LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q208,Who is the coach of Ankara's ice hockey team?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x dbo:city res:Ankara ; dbo:league res:Turkish_Ice_Hockey_First_League ; dbo:coach ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x dbo:city res:Istanbul ; dbo:league res:Turkish_Ice_Hockey_First_League ; dbo:coach ?uri },['semantic'],"{
  ""id"": ""q208"",
  ""question"": ""Who is the coach of Ankara's ice hockey team?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x dbo:city res:Istanbul ; dbo:league res:Turkish_Ice_Hockey_First_League ; dbo:coach ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ ?x dbo:city res:Ankara ; dbo:league res:Turkish_Ice_Hockey_First_League ; dbo:coach ?uri }}"",
  ""error_types"": [""semantic""]
}"
q209,How large is the area of UK?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?area WHERE { dbr:United_Kingdom dbo:areaTotal ?area },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?area WHERE { dbr:United_Kingdom dbo:populationTotal ?area },['semantic'],"{
  ""id"": ""q209"",
  ""question"": ""How large is the area of UK?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?area WHERE { dbr:United_Kingdom dbo:populationTotal ?area }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?area WHERE {{ dbr:United_Kingdom dbo:areaTotal ?area }}"",
  ""error_types"": [""semantic""]
}"
q210,Who created Batman?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Batman dbo:creator ?uri },structural,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:creator res:Batman },['structural'],"{
  ""id"": ""q210"",
  ""question"": ""Who created Batman?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:creator res:Batman }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Batman dbo:creator ?uri }}"",
  ""error_types"": [""structural""]
}"
q211,Was Sigmund Freud married?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { dbr:Sigmund_Freud dbo:spouse ?uri },structural,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { { ?uri dbo:spouse dbr:Sigmund_Freud } },['structural'],"{
  ""id"": ""q211"",
  ""question"": ""Was Sigmund Freud married?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { { ?uri dbo:spouse dbr:Sigmund_Freud } }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE {{ dbr:Sigmund_Freud dbo:spouse ?uri }}"",
  ""error_types"": [""structural""]
}"
q212,Who are the developers of DBpedia?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:DBpedia dbo:developer ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:DBpedia dbo:author ?uri },['semantic'],"{
  ""id"": ""q212"",
  ""question"": ""Who are the developers of DBpedia?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:DBpedia dbo:author ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:DBpedia dbo:developer ?uri }}"",
  ""error_types"": [""semantic""]
}"
q213,Give me all movies directed by Francis Ford Coppola.,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:director res:Francis_Ford_Coppola },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:starring res:Francis_Ford_Coppola },['semantic'],"{
  ""id"": ""q213"",
  ""question"": ""Give me all movies directed by Francis Ford Coppola."",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:starring res:Francis_Ford_Coppola }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type dbo:Film ; dbo:director res:Francis_Ford_Coppola }}"",
  ""error_types"": [""semantic""]
}"
q214,Are tree frogs a type of amphibian?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Hylidae dbo:class res:Amphibian },syntax,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Hylidae dbo:class res:Amphibian },['syntax'],"{
  ""id"": ""q214"",
  ""question"": ""Are tree frogs a type of amphibian?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Hylidae dbo:class res:Amphibian }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Hylidae dbo:class res:Amphibian }}"",
  ""error_types"": [""syntax""]
}"
